College Name,Month/Year Collected,Annual Green Power Usage (kWh),GP% Total Energy Use,Green Power Resources,College State,Rank,Lat,Long,Table2.City location of institution (HD2020),Table2.Hours of sunlight per city,Table2.Average enrollment from 2020 - 2018
University of Oklahoma,7/18/2021 0:00,124573400,67,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of North Texas,7/18/2021 0:00,107250000,100,"Solar, Wind",TX,9,33.210663,-97.14733,Denton,3107.4,39510
The Ohio State University,7/18/2021 0:00,105651613,18,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
Northwestern University,7/18/2021 0:00,100370800,39,"Solar, Wind",IL,11,42.05499,-87.6772,Evanston,2508.4,22392.67
University of Missouri,7/18/2021 0:00,97892973,37,"Biomass, Solar, Wind",MO,12,38.951561,-92.328636,Columbia,2627,30315.33
Oklahoma State University,7/18/2021 0:00,97484877,72,Wind,OK,13,36.121414,-97.06839,,,
University of Maryland,7/18/2021 0:00,96927825,34,"Biogas, Small Hydro, Solar, Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
Drexel University,7/18/2021 0:00,87766000,104,"Solar, Wind",PA,15,39.95411,-75.186905,Philadelphia,2498.4,24142.67
George Washington University,7/18/2021 0:00,79501035,65,Solar,DC,16,38.89845,-77.04943,Washington,2527.7,27667.67
University of South Florida,7/18/2021 0:00,78654500,40,Wind,FL,17,28.05457,-82.412094,Tampa,2926.5,46239.33
Arizona State University,7/18/2021 0:00,73900000,22,"Biogas, Biomass, Solar",AZ,18,33.424564,-111.928001,Tempe,3919.11,59888.67
University of Wisconsin,7/18/2021 0:00,72168457,16,"Biogas, Solar, Wind",WI,19,43.074787,-89.403564,Madison,2773.4,44120
University of New Hampshire,7/18/2021 0:00,70739000,100,Wind,NH,20,43.13861,-70.937706,Durham,2976.6,14811.33
Tarrant County College District,7/18/2021 0:00,66255000,70,"Biogas, Biomass, Small Hydro, Solar, Wind",TX,21,32.747883,-97.32769,Fort Worth,2849.7,48206.33
The City University of New York,7/18/2021 0:00,64000000,14,Wind,NY,22,40.73,-73.997,,,
Ohio University,7/18/2021 0:00,60622672,50,"Solar, Wind",OH,23,39.32434355,-82.10142527,Athens,2824,27187
University of Vermont,7/18/2021 0:00,59533000,99,Wind,VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Minnesota,7/18/2021 0:00,57800000,16,"Solar, Wind",MN,25,44.97587,-93.23449,Minneapolis,2710.7,51429
American University,7/18/2021 0:00,56554441,103,Solar,DC,26,38.93695,-77.08947,Washington,2527.7,14210
Temple University,7/18/2021 0:00,55102500,25,Wind,PA,27,39.980225,-75.15758,Philadelphia,2498.4,38590
Syracuse University,7/18/2021 0:00,41000000,35,Wind,NY,28,43.03762,-76.13297,Syracuse,2119.5,22325
Western Washington University,7/18/2021 0:00,40000000,110,Wind,WA,29,48.73815,-122.48582,Bellingham,2755.1,15820
The Catholic University of America,7/18/2021 0:00,39090882,100,Wind,DC,30,38.93698,-76.998055,Washington,2527.7,5697.67
"University of Tennessee, Knoxville",4/18/2021 0:00,250070000,94,"Solar, Wind",TN,1,35.950867,-83.930984,Knoxville,2613.9,29637.67
SUNY University at Buffalo,4/18/2021 0:00,219284258,100,"Biomass,Solar",NY,2,42.933832,-78.882125,,,
University of Pennsylvania,4/18/2021 0:00,200000000,60,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
University of California,4/18/2021 0:00,182762683,15,"Biogas,Solar,Wind",CA,4,37.871853,-122.258423,Berkeley,3061.7,42671
Georgetown University,4/18/2021 0:00,159499000,133,Wind,DC,5,38.90832,-77.0713,Washington,2527.7,19389.33
Stanford University,4/18/2021 0:00,157734220,56,Solar ,CA,6,37.428993,-122.16986,Stanford,3070,16861
Carnegie-Mellon University,4/18/2021 0:00,126281076,100,"Solar,Wind",NY,7,40.444603,-79.941986,,,
University of Oklahoma,4/18/2021 0:00,124573400,67,Wind,OK,8,35.205894,-97.445717,Norman,3218.5,28138.33
University of North Texas,4/18/2021 0:00,107250000,100,"Solar, Wind",TX,9,33.210663,-97.14733,Denton,3107.4,39510
The Ohio State University,4/18/2021 0:00,105651613,18,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
Northwestern University,4/18/2021 0:00,100370800,39,"Solar,",IL,11,42.05499,-87.6772,Evanston,2508.4,22392.67
University of Missouri,4/18/2021 0:00,97892973,37,"Biomass,Solar,Wind",MO,12,38.951561,-92.328636,Columbia,2627,30315.33
Oklahoma State University,4/18/2021 0:00,97484877,72,Wind,OK,13,36.121414,-97.06839,,,
University of Maryland,4/18/2021 0:00,96927825,34,"Biogas,Small Hydro,Solar,Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
Drexel University,4/18/2021 0:00,87766000,104,"Solar,Wind",PA,15,39.95411,-75.186905,Philadelphia,2498.4,24142.67
George Washington University,4/18/2021 0:00,79501035,65,Solar,DC,16,38.89845,-77.04943,Washington,2527.7,27667.67
University of South Florida,4/18/2021 0:00,78654500,40,Wind,FL,17,28.05457,-82.412094,Tampa,2926.5,46239.33
Arizona State University,4/18/2021 0:00,73900000,22,"Biogas,Bimoass, Solar",AZ,18,33.424564,-111.928001,Tempe,3919.11,59888.67
University of Wisconsin,4/18/2021 0:00,72168457,16,"Biogas,Solar,Wind",WI,19,43.074787,-89.403564,Madison,2773.4,44120
University of New Hampshire,4/18/2021 0:00,70739000,100,Wind,NH,20,43.13861,-70.937706,Durham,2976.6,14811.33
Tarrant County College District,4/18/2021 0:00,66255000,70,"Biogas,Biomass,Small Hydro, Solar, Wind",TX,21,32.747883,-97.32769,Fort Worth,2849.7,48206.33
The City University of New York,4/18/2021 0:00,64000000,14,Wind,NY,22,40.73,-73.997,,,
Ohio University,4/18/2021 0:00,60622672,50,"Solar, Wind",OH,23,39.32434355,-82.10142527,Athens,2824,27187
University of Vermont,4/18/2021 0:00,59533000,99,Wind,VT,24,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Minnesota,4/18/2021 0:00,57800000,16,"Solar, Wind",MN,25,44.97587,-93.23449,Minneapolis,2710.7,51429
American University,4/18/2021 0:00,56554441,103,Solar,DC,26,38.93695,-77.08947,Washington,2527.7,14210
Temple University,4/18/2021 0:00,55102500,25,Wind,PA,27,39.980225,-75.15758,Philadelphia,2498.4,38590
Syracuse University,4/18/2021 0:00,41000000,35,Wind,NY,28,43.03762,-76.13297,Syracuse,2119.5,22325
Western Washington University,4/18/2021 0:00,40000000,119,Wind,WA,29,48.73815,-122.48582,Bellingham,2755.1,15820
The Catholic University of America,4/18/2021 0:00,39090882,100,Wind,DC,30,38.93698,-76.998055,Washington,2527.7,5697.67
"University of Tennessee, Knoxville",1/18/2021 0:00,250070000,94,"Solar,Wind",TN,1,35.950867,-83.930984,Knoxville,2613.9,29637.67
SUNY University at Buffalo,1/18/2021 0:00,211977208,97,"Solar,Wind",NY,2,42.933832,-78.882125,,,
University of Pennsylvania,1/18/2021 0:00,200000000,52,Wind,PA,3,39.952892,-75.19277,Philadelphia,2498.4,26362.33
Georgetown University,1/18/2021 0:00,159640000,129,Wind,DC,4,38.90832,-77.0713,Washington,2527.7,19389.33
Stanford University,1/18/2021 0:00,154190253,53,Solar,CA,5,37.428993,-122.16986,Stanford,3070,16861
University of Oklahoma,1/18/2021 0:00,128895000,69,Wind,OK,6,35.205894,-97.445717,Norman,3218.5,28138.33
Carnegie-Mellon University,1/18/2021 0:00,128593388,100,"Solar,Wind",NY,7,40.444603,-79.941986,,,
University of California,1/18/2021 0:00,128084650,11,"Biomass, Biogas, Solar, Wind",CA,8,37.871853,-122.258423,Berkeley,3061.7,42671
Northwestern University,1/18/2021 0:00,122014800,50,"Solar,Wind",IL,9,42.05499,-87.6772,Evanston,2508.4,22392.67
The Ohio State University,1/18/2021 0:00,107499814,17,Wind,OH,10,39.999387,-83.02271,Columbus,2182.6,61310
University of North Texas,1/18/2021 0:00,107250000,100,"Solar,Wind",TX,11,33.210663,-97.14733,Denton,3107.4,39510
Oklahoma State University,1/18/2021 0:00,101559806,71,Wind,OK,12,36.121414,-97.06839,,,
University of Missouri,1/18/2021 0:00,97892973,37,"Biomass,Solar,Wind",MO,13,38.951561,-92.328636,Columbia,2627,30315.33
University of Maryland,1/18/2021 0:00,96927825,34,"Biogas,Small Hydro,Solar,Wind",MD,14,38.980297,-76.93312,College Park,2527.7,40884
Drexel University,1/18/2021 0:00,96509000,100,"Solar, Wind",PA,15,39.95411,-75.186905,Philadelphia,2498.4,24142.67
University of South Florida,1/18/2021 0:00,78564500,40,Wind,PA,16,28.05457,-82.412094,Tampa,2926.5,46239.33
University of New Hampshire,1/18/2021 0:00,70739000,100,Wind,NH,17,43.13861,-70.937706,Durham,2976.6,14811.33
University of Wisconsin,1/18/2021 0:00,70198709,15,"Biogas,Solar,Wind",WI,18,43.074787,-89.403564,Madison,2773.4,44120
Tarrant County College District,1/18/2021 0:00,66255000,70,"Biogas,Biomass,Small Hydro, Solar, Wind",TX,19,32.747883,-97.32769,Fort Worth,2849.7,48206.33
The City University of New York,1/18/2021 0:00,64000000,13,Wind,NY,20,40.73,-73.997,,,
University of Vermont,1/18/2021 0:00,59533000,99,Wind,VT,21,44.469288,-73.20026,Burlington,2295.1,13411.67
University of Minnesota,1/18/2021 0:00,578000000,16,"Solar,Wind",MN,22,44.97587,-93.23449,Minneapolis,2710.7,51429
Ohio University,1/18/2021 0:00,57464988,50,"Solar,Wind",OH,23,39.32434355,-82.10142527,Athens,2824,27187
American University,1/18/2021 0:00,55282224,100,Solar,DC,24,38.93695,-77.08947,Washington,2527.7,14210
Temple University,1/18/2021 0:00,55102500,25,Wind,PA,25,39.980225,-75.15758,Philadelphia,2498.4,38590
Texas A&M University System,1/18/2021 0:00,45900000,15,Wind,TX,26,30.615011,-96.342476,,,
Syracuse University,1/18/2021 0:00,41000000,35,Wind,NY,27,43.03762,-76.13297,Syracuse,2119.5,22325
Western Washington University,1/18/2021 0:00,40000000,119,Wind,WA,28,48.73815,-122.48582,Bellingham,2755.1,15820
The Catholic University of America,1/18/2021 0:00,39090882,100,Wind,DC,29,38.93698,-76.998055,Washington,2527.7,5697.67
University of Illinois at Urbana-Champaign,1/18/2021 0:00,33198656,8,"Solar, Wind",IL,30,40.110558,-88.228333,Champaign,2963.9,51328.67
